id,price,year,manufacturer,model,condition,cylinders,odometer,type,paint_color,state,lat,long,posting_date,fuel_id,transmission_id
7313490343,24990,2019,mazda,cx-5,good,4 cylinders,82613,SUV,black,nc,"36,01","-84,01",2021-04-27T15:35:08-0400,1,2
7313490335,13990,2020,hyundai,elantra,good,4 cylinders,44225,sedan,black,nc,"36,01","-84,01",2021-04-27T15:35:07-0400,1,2
7313490235,25199,2020,chevrolet,express,good,6 cylinders,34775,van,white,nc,"36,01","-84,01",2021-04-27T15:34:58-0400,1,2
7312626442,25995,2020,toyota,tacoma double cab sr5,excellent,6 cylinders,39125,truck,white,nc,"35,04","-81,82",2021-04-25T21:23:39-0400,1,2
7312337639,33990,2019,gmc,sierra 1500 double cab sle,good,6 cylinders,24299,pickup,white,nc,"35,57","-82,54",2021-04-25T11:31:00-0400,1,1
7312333042,31990,2019,ram,1500 quad cab harvest pickup,good,6 cylinders,27426,pickup,white,nc,"35,57","-82,54",2021-04-25T11:21:21-0400,1,1
7311954889,37990,2019,ram,1500 crew cab big horn,good,8 cylinders,26610,pickup,blue,nc,"35,57","-82,54",2021-04-24T13:41:31-0400,1,2
7311889817,31590,2019,toyota,4runner sr5 sport utility,good,6 cylinders,62496,other,red,nc,"35,57","-82,54",2021-04-24T12:00:53-0400,1,1
7311818675,19995,2020,toyota,86 gt,like new,4 cylinders,10123,coupe,blue,nc,"35,04","-81,82",2021-04-24T09:53:04-0400,1,2
7311809028,35590,2019,ram,1500 crew cab big horn,good,6 cylinders,22805,pickup,black,nc,"35,57","-82,54",2021-04-24T09:30:59-0400,3,1
7311403411,28950,2020,subaru,outback,excellent,4 cylinders,21604,SUV,brown,nc,"35,58","-82,61",2021-04-23T12:31:52-0400,1,2
7311379229,23900,2019,honda,crv ex-l awd,new,4 cylinders,81813,SUV,red,nc,"36,22","-81,67",2021-04-23T11:56:00-0400,1,2
7311375993,39590,2021,ford,mustang gt coupe 2d,good,8 cylinders,1988,coupe,black,nc,"35,57","-82,54",2021-04-23T11:50:59-0400,1,1
7311365463,26900,2019,subaru,outback limited awd,new,4 cylinders,39265,wagon,grey,nc,"36,22","-81,67",2021-04-23T11:33:42-0400,1,2
7311364451,35900,2020,subaru,ascent limited awd,new,4 cylinders,24937,SUV,red,nc,"36,22","-81,67",2021-04-23T11:32:09-0400,1,2
7311363527,26900,2020,subaru,forester premium awd,new,4 cylinders,33865,SUV,blue,nc,"36,22","-81,67",2021-04-23T11:30:47-0400,1,2
7310842088,29590,2019,lincoln,continental select sedan,good,6 cylinders,33047,sedan,white,nc,"35,57","-82,54",2021-04-22T11:11:03-0400,3,2
7310384095,32999,2019,audi,q5,good,4 cylinders,38252,SUV,black,nc,"34,82","-82,34",2021-04-21T12:31:44-0400,1,2
7310361777,25500,2020,kia,optima sx turbo,excellent,4 cylinders,23275,sedan,silver,nc,"35,62","-82,41",2021-04-21T11:58:23-0400,1,2
7309181080,61590,2020,audi,q8 premium sport utility 4d,good,6 cylinders,7218,other,white,nc,"35,57","-82,54",2021-04-19T09:31:04-0400,1,2
7309167050,18750,2021,honda,civic ex-l hatchback,excellent,4 cylinders,9234,hatchback,white,nc,"35,04","-81,82",2021-04-19T09:02:36-0400,1,2
7309165605,14995,2019,honda,civic sport hatchback,excellent,4 cylinders,28123,hatchback,black,nc,"35,04","-81,82",2021-04-19T08:59:43-0400,1,2
7308836700,36590,2020,gmc,sierra 1500 limited double,good,8 cylinders,14222,pickup,blue,nc,"35,57","-82,54",2021-04-18T14:00:36-0400,1,1
7308694606,24590,2019,nissan,frontier crew cab pro-4x,good,6 cylinders,33036,pickup,black,nc,"35,57","-82,54",2021-04-18T09:33:54-0400,1,1
7308192204,35990,2019,ford,f150 super cab xlt pickup,good,6 cylinders,24379,pickup,blue,nc,"35,57","-82,54",2021-04-17T09:31:17-0400,1,1
7307966898,19500,2020,kia,soul,excellent,4 cylinders,43500,wagon,white,nc,"35,42","-83,44",2021-04-16T17:51:37-0400,1,2
7307899992,24999,2020,ford,f-150 stx,excellent,8 cylinders,20706,truck,white,nc,"34,97","-82,03",2021-04-16T15:54:54-0400,1,2
7307702329,28685,2021,volkswagen,tiguan,good,4 cylinders,8909,SUV,grey,nc,"35,33","-82,47",2021-04-16T10:58:20-0400,1,2
7307702265,35000,2019,gmc,acadia,good,6 cylinders,46369,SUV,white,nc,"35,33","-82,47",2021-04-16T10:58:15-0400,1,2
7307342601,23990,2020,mitsubishi,outlander gt sport,good,6 cylinders,20657,SUV,brown,nc,"35,57","-82,54",2021-04-15T15:11:05-0400,1,1
7307329994,35590,2020,gmc,sierra 1500 double cab,good,6 cylinders,8218,pickup,white,nc,"35,57","-82,54",2021-04-15T14:51:00-0400,1,1
7307212280,53900,2020,gmc,sierra 3500,excellent,8 cylinders,154000,truck,grey,nc,"35,31","-81,85",2021-04-15T11:50:32-0400,2,2
7307136988,39990,2021,infiniti,qx60 luxe sport utility,good,6 cylinders,6500,other,blue,nc,"35,57","-82,54",2021-04-15T09:40:55-0400,1,2
7306741876,27590,2019,lincoln,mkx select sport utility,good,6 cylinders,23818,SUV,blue,nc,"35,57","-82,54",2021-04-14T13:01:26-0400,3,1
7305840397,40780,2019,chevrolet,silverado 1500,good,8 cylinders,41074,truck,black,nc,"35,33","-82,47",2021-04-12T16:32:35-0400,1,2
7305838753,35490,2021,honda,ridgeline,good,6 cylinders,2089,truck,white,nc,"35,33","-82,47",2021-04-12T16:30:18-0400,1,2
7305243673,35000,2020,toyota,tacoma,new,6 cylinders,75295,truck,grey,nc,"35,66","-82,49",2021-04-11T14:01:48-0400,1,2
7305237556,35590,2019,infiniti,q60 3.0t sport coupe 2d,good,6 cylinders,12113,coupe,blue,nc,"35,57","-82,54",2021-04-11T13:51:10-0400,1,1
7305099265,59990,2020,audi,q8 premium sport utility 4d,good,6 cylinders,8930,other,black,nc,"35,57","-82,54",2021-04-11T09:11:45-0400,1,2
7304276542,25990,2020,gmc,acadia slt-2 sport utility,good,6 cylinders,70640,SUV,white,nc,"35,57","-82,54",2021-04-09T14:12:19-0400,1,1
7303784817,20590,2019,chrysler,300 limited sedan 4d,good,6 cylinders,71021,sedan,black,nc,"35,57","-82,54",2021-04-08T14:51:01-0400,1,1
7303268572,27590,2019,infiniti,qx60 3.5 sport utility,good,6 cylinders,41119,SUV,blue,nc,"35,57","-82,54",2021-04-07T15:01:03-0400,1,2
7303177232,39990,2020,gmc,sierra 1500 double cab,good,8 cylinders,7256,pickup,black,nc,"35,57","-82,54",2021-04-07T12:40:55-0400,1,1
7302661801,41590,2021,buick,enclave avenir sport,good,6 cylinders,29010,SUV,red,nc,"35,57","-82,54",2021-04-06T12:51:09-0400,1,1
7302655120,38990,2021,cadillac,xt5 premium luxury,good,6 cylinders,19715,SUV,brown,nc,"35,57","-82,54",2021-04-06T12:41:15-0400,1,1
7302531797,39590,2020,lincoln,continental reserve,good,6 cylinders,7528,sedan,black,nc,"35,57","-82,54",2021-04-06T09:12:21-0400,3,1
7302191391,35590,2021,infiniti,q50 3.0t luxe sedan 4d,good,6 cylinders,19385,sedan,blue,nc,"35,57","-82,54",2021-04-05T14:21:10-0400,1,1
7302108699,43590,2021,acura,mdx sh-awd w/technology,good,6 cylinders,12012,other,silver,nc,"35,57","-82,54",2021-04-05T12:21:04-0400,1,1
7302062730,32590,2021,infiniti,q50 3.0t sport sedan 4d,good,6 cylinders,23440,sedan,blue,nc,"35,57","-82,54",2021-04-05T11:11:30-0400,1,1
7302025947,28990,2021,infiniti,q50 3.0t luxe sedan 4d,good,6 cylinders,21812,sedan,black,nc,"35,57","-82,54",2021-04-05T10:11:16-0400,3,1
7301980418,39990,2021,acura,mdx sh-awd sport utility,good,6 cylinders,1237,other,white,nc,"35,57","-82,54",2021-04-05T08:31:17-0400,1,1
7301929570,10900,2019,toyota,corolla le,excellent,4 cylinders,44500,sedan,grey,nc,"35,65","-82,71",2021-04-05T00:47:54-0400,1,2
7301682177,51990,2019,cadillac,escalade esv premium,good,8 cylinders,72367,SUV,black,nc,"35,57","-82,54",2021-04-04T12:11:30-0400,3,2
7316841243,67921,2021,gmc,yukon denali,good,8 cylinders,14986,other,black,nc,"36,22","-81,63",2021-05-04T14:12:05-0400,1,2
7316737734,60338,2020,gmc,sierra 1500 denali,good,8 cylinders,36466,pickup,black,nc,"36,22","-81,63",2021-05-04T11:31:55-0400,1,2
7316674979,19,2019,ford,explorer,excellent,8 cylinders,86000,SUV,grey,nc,"36,07","-81,87",2021-05-04T09:39:43-0400,1,2
7316666111,39590,2021,chevrolet,silverado 1500 crew,good,8 cylinders,19160,pickup,red,nc,"36,2","-81,66",2021-05-04T09:19:30-0400,1,1
7316634995,52984,2021,chevrolet,silverado 1500 ltz,good,8 cylinders,5177,pickup,white,nc,"36,22","-81,63",2021-05-04T07:30:15-0400,1,2
7316380383,35990,2019,ford,f150 super cab xlt pickup,good,6 cylinders,22812,pickup,black,nc,"36,2","-81,66",2021-05-03T15:40:49-0400,1,1
7316122446,44677,2020,chevrolet,silverado 1500 rst,good,8 cylinders,23173,pickup,black,nc,"36,22","-81,63",2021-05-03T08:10:42-0400,1,2
7316119505,42870,2021,ram,1500 big horn/lone star,good,8 cylinders,17936,pickup,white,nc,"36,22","-81,63",2021-05-03T08:00:19-0400,1,2
7316109923,40997,2019,chevrolet,silverado 1500 lt,good,8 cylinders,6343,pickup,silver,nc,"36,22","-81,63",2021-05-03T07:10:23-0400,1,2
7316108303,40897,2021,chevrolet,silverado 1500 lt,good,8 cylinders,32764,pickup,silver,nc,"36,22","-81,63",2021-05-03T07:00:17-0400,1,2
7315821071,32990,2019,ram,1500 quad cab harvest pickup,good,6 cylinders,29979,pickup,black,nc,"36,2","-81,66",2021-05-02T13:31:21-0400,1,1
7315582836,33895,2020,gmc,canyon slt,good,6 cylinders,36515,pickup,white,nc,"36,22","-81,63",2021-05-01T20:11:06-0400,1,2
7315427713,48673,2020,chevrolet,silverado 1500 ltz,good,8 cylinders,28194,pickup,white,nc,"36,22","-81,63",2021-05-01T14:41:31-0400,1,2
7315230535,45261,2020,chevrolet,silverado 1500 lt,good,8 cylinders,7154,pickup,white,nc,"36,22","-81,63",2021-05-01T08:20:18-0400,1,2
7315225852,44418,2020,chevrolet,silverado 1500 lt,good,8 cylinders,12859,pickup,silver,nc,"36,22","-81,63",2021-05-01T08:00:16-0400,1,2
7315223638,42978,2019,toyota,4runner,good,6 cylinders,30072,other,white,nc,"36,22","-81,63",2021-05-01T07:50:16-0400,1,2
7314903843,39990,2020,nissan,370z nismo coupe 2d,good,6 cylinders,8373,coupe,white,nc,"36,2","-81,66",2021-04-30T13:41:11-0400,1,1
7314873145,38990,2020,toyota,tundra crewmax sr5 pickup,good,8 cylinders,15520,pickup,silver,nc,"36,2","-81,66",2021-04-30T12:51:15-0400,1,1
7314835544,39590,2021,ford,mustang gt premium coupe 2d,good,8 cylinders,1419,coupe,white,nc,"36,2","-81,66",2021-04-30T11:51:26-0400,1,1
7314294370,48900,2019,chevrolet,silverado 2500 hd ltz,like new,8 cylinders,43034,truck,black,nc,"34,93","-80,28",2021-04-29T10:25:48-0400,2,2
7313780248,29990,2019,chevrolet,colorado crew cab work,good,6 cylinders,11401,pickup,red,nc,"36,2","-81,66",2021-04-28T09:40:59-0400,1,1
7313775753,35990,2021,dodge,challenger r/t coupe 2d,good,8 cylinders,1548,coupe,black,nc,"36,2","-81,66",2021-04-28T09:31:12-0400,1,1
7313663843,45300,2019,ram,3500 big horn,excellent,6 cylinders,34125,truck,black,nc,"34,93","-80,28",2021-04-27T21:59:09-0400,2,2
7313349033,25990,2020,ram,1500 classic regular cab,good,8 cylinders,12302,pickup,white,nc,"36,2","-81,66",2021-04-27T11:51:02-0400,1,1
7313266969,36590,2019,jeep,wrangler unlimited all new,good,6 cylinders,15813,other,white,nc,"36,2","-81,66",2021-04-27T09:17:50-0400,2,1
7311363913,39990,2021,ford,mustang gt coupe 2d,good,8 cylinders,549,coupe,blue,nc,"36,2","-81,66",2021-04-23T11:31:18-0400,1,1
7310941261,23900,2019,honda,crv ex-l awd,new,4 cylinders,81813,SUV,red,nc,"36,22","-81,67",2021-04-22T13:48:03-0400,1,2
7310930119,35900,2020,subaru,ascent limited awd,new,4 cylinders,24973,SUV,red,nc,"36,22","-81,67",2021-04-22T13:30:30-0400,1,2
7310928696,26900,2019,subaru,outback limited awd,new,4 cylinders,39265,wagon,grey,nc,"36,22","-81,67",2021-04-22T13:28:10-0400,1,2
7310927977,26900,2020,subaru,forester premium awd,new,4 cylinders,33865,SUV,blue,nc,"36,22","-81,67",2021-04-22T13:26:58-0400,1,2
7309703018,35862,2019,gmc,canyon denali,good,6 cylinders,30355,pickup,red,nc,"36,22","-81,63",2021-04-20T07:00:43-0400,1,2
7309140953,40696,2020,chevrolet,silverado 1500 lt,good,8 cylinders,46020,pickup,white,nc,"36,22","-81,63",2021-04-19T07:40:29-0400,1,2
7308459204,45891,2020,chevrolet,silverado 1500 ltz,good,8 cylinders,41769,pickup,silver,nc,"36,22","-81,63",2021-04-17T16:40:35-0400,1,2
7308459209,52778,2021,ford,f-150 lariat,good,6 cylinders,3057,pickup,white,nc,"36,22","-81,63",2021-04-17T16:40:35-0400,1,2
7308275395,33990,2019,jeep,wrangler unlimited willys,good,6 cylinders,34636,other,white,nc,"36,2","-81,66",2021-04-17T12:02:45-0400,1,1
7308217088,39590,2019,jeep,wrangler unlimited all new,good,6 cylinders,21893,SUV,silver,nc,"36,2","-81,66",2021-04-17T10:21:31-0400,1,1
7308156155,40653,2021,chevrolet,silverado 1500 lt,good,8 cylinders,34865,pickup,blue,nc,"36,22","-81,63",2021-04-17T07:40:26-0400,1,2
7308151758,69799,2021,chevrolet,tahoe lt,good,8 cylinders,1563,other,white,nc,"36,22","-81,63",2021-04-17T07:20:33-0400,1,2
7308047115,40590,2020,ford,f250 super duty regular cab,good,8 cylinders,9313,pickup,white,nc,"36,2","-81,66",2021-04-16T20:50:46-0400,3,1
7307638988,52574,2021,gmc,sierra 1500 slt,good,8 cylinders,14811,pickup,silver,nc,"36,22","-81,63",2021-04-16T09:00:26-0400,1,2
7307495932,40696,2020,chevrolet,silverado 1500 lt,good,8 cylinders,46020,pickup,white,nc,"36,22","-81,63",2021-04-15T20:10:50-0400,1,2
7307366802,52626,2019,gmc,sierra 1500 denali,good,8 cylinders,36122,pickup,red,nc,"36,22","-81,63",2021-04-15T15:50:56-0400,1,2
7307366720,52687,2021,chevrolet,silverado 1500 ltz,good,8 cylinders,3360,pickup,red,nc,"36,22","-81,63",2021-04-15T15:50:48-0400,1,2
7307366811,48921,2020,gmc,sierra 1500 slt,good,8 cylinders,21580,pickup,silver,nc,"36,22","-81,63",2021-04-15T15:50:57-0400,1,2
7307366601,48224,2021,ford,f-150 lariat,good,8 cylinders,13080,pickup,silver,nc,"36,22","-81,63",2021-04-15T15:50:38-0400,3,2
7307112412,34990,2019,ford,mustang gt premium,good,8 cylinders,18650,convertible,black,nc,"36,2","-81,66",2021-04-15T08:41:07-0400,1,1
7306755161,44587,2019,gmc,sierra 1500 denali,good,8 cylinders,49306,pickup,white,nc,"36,22","-81,63",2021-04-14T13:20:50-0400,1,2
7306625183,34590,2019,audi,a6 3.0t premium plus sedan,good,6 cylinders,26811,sedan,black,nc,"36,2","-81,66",2021-04-14T09:51:19-0400,1,1
7306580846,52778,2021,ford,f-150 lariat,good,6 cylinders,3057,pickup,white,nc,"36,22","-81,63",2021-04-14T07:40:47-0400,1,2
7306327095,41953,2021,chevrolet,silverado 1500 lt,good,8 cylinders,19296,pickup,black,nc,"36,22","-81,63",2021-04-13T15:40:56-0400,1,2
7306091524,39990,2021,infiniti,qx60 luxe sport utility,good,6 cylinders,6500,other,blue,nc,"36,2","-81,66",2021-04-13T09:11:05-0400,1,2
7306060174,45891,2020,chevrolet,silverado 1500 ltz,good,8 cylinders,41769,pickup,silver,nc,"36,22","-81,63",2021-04-13T07:10:55-0400,1,2
7306057058,40653,2021,chevrolet,silverado 1500 lt,good,8 cylinders,34865,pickup,blue,nc,"36,22","-81,63",2021-04-13T06:50:29-0400,1,2
7305721534,32681,2021,gmc,acadia slt,good,6 cylinders,30010,other,silver,nc,"36,22","-81,63",2021-04-12T13:31:07-0400,1,2
7305721607,46117,2020,chevrolet,silverado 1500 lt,good,8 cylinders,45691,pickup,white,nc,"36,22","-81,63",2021-04-12T13:31:10-0400,1,2
7305534328,60697,2021,chevrolet,tahoe premier,good,8 cylinders,16364,SUV,blue,nc,"36,22","-81,63",2021-04-12T07:50:59-0400,1,2
7304880294,43379,2021,kia,telluride ex,good,6 cylinders,18800,other,green,nc,"36,22","-81,63",2021-04-10T16:41:02-0400,1,2
7304314523,86544,2021,gmc,sierra 3500hd denali,good,8 cylinders,1249,pickup,white,nc,"36,22","-81,63",2021-04-09T15:11:00-0400,2,2
7304069685,52574,2021,gmc,sierra 1500 slt,good,8 cylinders,14811,pickup,silver,nc,"36,22","-81,63",2021-04-09T08:00:24-0400,1,2
7304065489,48921,2020,gmc,sierra 1500 slt,good,8 cylinders,21580,pickup,silver,nc,"36,22","-81,63",2021-04-09T07:40:51-0400,1,2
7304060139,48224,2021,ford,f-150 lariat,good,8 cylinders,13080,pickup,silver,nc,"36,22","-81,63",2021-04-09T07:10:42-0400,3,2
7303541089,44587,2019,gmc,sierra 1500 denali,good,8 cylinders,49306,pickup,white,nc,"36,22","-81,63",2021-04-08T07:00:19-0400,1,2
7303249456,52984,2021,chevrolet,silverado 1500 ltz,good,8 cylinders,5177,pickup,white,nc,"36,22","-81,63",2021-04-07T14:30:58-0400,1,2
7303071297,25990,2021,chevrolet,camaro lt coupe 2d,good,6 cylinders,21938,coupe,green,nc,"36,2","-81,66",2021-04-07T09:51:34-0400,1,1
7303022192,69799,2021,chevrolet,tahoe lt,good,8 cylinders,1563,SUV,white,nc,"36,22","-81,63",2021-04-07T07:30:41-0400,1,2
7303020305,52687,2021,chevrolet,silverado 1500 ltz,good,8 cylinders,3360,pickup,red,nc,"36,22","-81,63",2021-04-07T07:20:34-0400,1,2
7302615822,52626,2019,gmc,sierra 1500 denali,good,8 cylinders,36122,pickup,red,nc,"36,22","-81,63",2021-04-06T11:41:04-0400,1,2
7302507851,41953,2021,chevrolet,silverado 1500 lt,good,8 cylinders,19296,pickup,black,nc,"36,22","-81,63",2021-04-06T08:00:33-0400,1,2
7302384639,32681,2021,gmc,acadia slt,good,6 cylinders,30010,SUV,silver,nc,"36,22","-81,63",2021-04-05T20:10:30-0400,1,2
7302081736,46117,2020,chevrolet,silverado 1500 lt,good,8 cylinders,45691,pickup,white,nc,"36,22","-81,63",2021-04-05T11:40:57-0400,1,2
7302049736,30990,2019,infiniti,qx60 3.5 sport utility,good,6 cylinders,22821,SUV,blue,nc,"36,2","-81,66",2021-04-05T10:51:34-0400,1,2
7301975555,43379,2021,kia,telluride ex,good,6 cylinders,18800,SUV,green,nc,"36,22","-81,63",2021-04-05T08:14:48-0400,1,2
7317010650,55500,2020,ram,1500 limited,excellent,8 cylinders,21000,pickup,red,nc,"35,49","-81,18",2021-05-04T19:23:33-0400,1,2
7316928065,44995,2019,bmw,x5,like new,6 cylinders,35631,SUV,black,nc,"36,14","-80,08",2021-05-04T16:37:05-0400,1,2
7316901497,39990,2019,chevrolet,colorado crew cab zr2,good,6 cylinders,27214,pickup,blue,nc,"35,19","-80,83",2021-05-04T15:51:22-0400,3,1
7316815020,39590,2021,chevrolet,silverado 1500 crew,good,8 cylinders,19160,pickup,red,nc,"35,19","-80,83",2021-05-04T13:31:27-0400,1,1
7316813929,24500,2020,volkswagen,gti,excellent,4 cylinders,14800,hatchback,black,nc,"35,4","-80,87",2021-05-04T13:29:58-0400,1,2
7316696191,58800,2021,toyota,tundra trd pro,like new,8 cylinders,9839,truck,black,nc,"36,14","-80,08",2021-05-04T10:20:01-0400,1,2
7316673880,33366,2020,ford,transit 250 cargo van,excellent,6 cylinders,16726,van,white,nc,"36,64","-76,24",2021-05-04T09:37:13-0400,1,2
7316422296,32990,2020,volkswagen,atlas se 4motion,good,6 cylinders,3896,other,silver,nc,"35,19","-80,83",2021-05-03T16:51:12-0400,1,1
7316414731,59500,2021,chevrolet,silverado 3500hd,like new,8 cylinders,1025,truck,white,nc,"36,12","-79,77",2021-05-03T16:38:23-0400,2,2
7316291434,29990,2019,dodge,charger gt plus sedan 4d,good,6 cylinders,20595,sedan,white,nc,"35,19","-80,83",2021-05-03T13:21:28-0400,1,1
7316237461,29990,2020,ford,f150 regular cab xl pickup,good,6 cylinders,14077,pickup,white,nc,"35,19","-80,83",2021-05-03T12:00:52-0400,3,1
7316226510,34544,2020,ford,transit 250 cargo van,excellent,6 cylinders,24769,van,white,nc,"36,64","-76,24",2021-05-03T11:44:05-0400,1,2
7315905749,31500,2020,toyota,highlander,like new,4 cylinders,11000,SUV,silver,nc,"35,01","-80,93",2021-05-02T16:14:00-0400,1,2
7315894273,32990,2019,ram,1500 quad cab harvest pickup,good,6 cylinders,29979,pickup,black,nc,"35,19","-80,83",2021-05-02T15:51:26-0400,1,1
7315837995,26000,2019,toyota,tacoma,excellent,4 cylinders,26000,pickup,white,nc,"34,89","-79,7",2021-05-02T14:03:30-0400,1,2
7315836730,26590,2019,nissan,frontier crew cab sv,good,6 cylinders,40176,pickup,silver,nc,"35,19","-80,83",2021-05-02T14:01:04-0400,1,1
7315795517,38990,2019,lexus,is 350 sedan 4d,good,6 cylinders,10729,sedan,silver,nc,"35,19","-80,83",2021-05-02T12:41:26-0400,1,1
7315507483,16997,2021,mazda,3i sport,excellent,4 cylinders,1459,sedan,black,nc,"35,08","-80,68",2021-05-01T17:07:57-0400,5,2
7315248849,12497,2019,honda,civic lx-p coupe,excellent,4 cylinders,32322,coupe,blue,nc,"35,08","-80,68",2021-05-01T09:19:49-0400,1,2
7315246292,19997,2019,ram,promaster 1500 high roof 136,excellent,6 cylinders,62751,van,white,nc,"35,05","-80,61",2021-05-01T09:12:42-0400,1,2
7315239207,25997,2020,ram,promaster 1500 high roof 136,excellent,6 cylinders,20767,van,white,nc,"35,06","-80,63",2021-05-01T08:51:49-0400,1,2
7315066697,563,2021,chevrolet,silverado 1500 lt,good,8 cylinders,27687,pickup,black,nc,"35,65","-80,49",2021-04-30T18:30:34-0400,1,2
7315066654,564,2019,gmc,sierra 1500 slt,good,8 cylinders,44465,pickup,white,nc,"35,65","-80,49",2021-04-30T18:30:28-0400,1,2
7315066642,374,2021,chevrolet,colorado work truck,good,6 cylinders,16434,pickup,white,nc,"35,65","-80,49",2021-04-30T18:30:27-0400,1,2
7315066645,451,2020,gmc,acadia slt-1,good,6 cylinders,34597,SUV,white,nc,"35,65","-80,49",2021-04-30T18:30:27-0400,1,2
7315066678,463,2021,gmc,acadia slt,good,6 cylinders,34465,other,white,nc,"35,65","-80,49",2021-04-30T18:30:31-0400,1,2
7315066621,521,2019,chevrolet,colorado zr2,good,6 cylinders,43013,pickup,black,nc,"35,65","-80,49",2021-04-30T18:30:25-0400,1,2
7315066667,535,2019,chevrolet,colorado zr2,good,6 cylinders,21528,pickup,white,nc,"35,65","-80,49",2021-04-30T18:30:30-0400,1,2
7314897678,31590,2019,toyota,4runner sr5 sport utility,good,6 cylinders,62496,other,red,nc,"35,19","-80,83",2021-04-30T13:31:13-0400,1,1
7314897463,58800,2021,toyota,tundra trd pro,like new,8 cylinders,9839,truck,black,nc,"36,14","-80,08",2021-04-30T13:30:57-0400,1,2
7314854349,39590,2021,ford,mustang gt coupe 2d,good,8 cylinders,1988,coupe,black,nc,"35,19","-80,83",2021-04-30T12:21:09-0400,1,1
7314755538,36900,2019,chevrolet,tahoe,excellent,8 cylinders,98000,SUV,silver,nc,"36,28","-80,34",2021-04-30T09:22:38-0400,1,2
7314755372,37900,2019,chevrolet,silverado 1500,excellent,8 cylinders,23000,truck,black,nc,"36,28","-80,34",2021-04-30T09:22:14-0400,1,2
7314745105,16999,2019,subaru,impreza sport,like new,4 cylinders,22000,sedan,red,nc,"35,09","-80,67",2021-04-30T08:57:50-0400,1,2
7314744142,10999,2019,ford,focus,like new,3 cylinders,11000,sedan,blue,nc,"35,09","-80,67",2021-04-30T08:54:52-0400,1,2
7314731924,718,2020,gmc,yukon xl slt,good,8 cylinders,47337,SUV,white,nc,"35,65","-80,49",2021-04-30T08:13:31-0400,1,2
7314605875,39990,2019,audi,s4 prestige sedan 4d,good,6 cylinders,33824,sedan,black,nc,"35,19","-80,83",2021-04-29T20:01:26-0400,3,1
7314403097,14995,2019,honda,civic,like new,4 cylinders,44802,sedan,blue,nc,"35,06","-80,7",2021-04-29T13:32:41-0400,1,2
7314138559,48900,2019,chevrolet,silverado 2500 hd ltz,like new,8 cylinders,43034,truck,black,nc,"34,93","-80,28",2021-04-28T20:49:11-0400,2,2
7314033190,64000,2021,volvo,v60 t8 polestar engineered,like new,4 cylinders,12000,wagon,grey,nc,"35,47","-80,87",2021-04-28T16:50:42-0400,4,2
7313994310,924,2020,gmc,sierra 2500hd denali,good,8 cylinders,32851,pickup,black,nc,"35,65","-80,49",2021-04-28T15:41:12-0400,2,2
7313994194,703,2021,chevrolet,suburban lt,good,8 cylinders,49287,SUV,black,nc,"35,65","-80,49",2021-04-28T15:41:02-0400,1,2
7313896368,33590,2019,lexus,gs 350 sedan 4d,good,6 cylinders,30814,sedan,white,nc,"35,19","-80,83",2021-04-28T13:00:51-0400,1,2
7313854699,29950,2021,ram,promaster 1500,excellent,6 cylinders,25924,van,white,nc,"35,05","-80,99",2021-04-28T11:55:59-0400,1,2
7313853445,22950,2019,chevrolet,2500 express,excellent,8 cylinders,45705,van,white,nc,"35,13","-80,98",2021-04-28T11:53:46-0400,1,2
7313756021,37833,2020,ford,transit ada wheelchair van,excellent,6 cylinders,40902,van,white,nc,"36,64","-76,24",2021-04-28T08:38:16-0400,1,2
7313619703,45300,2019,ram,3500 big horn,excellent,6 cylinders,34125,truck,black,nc,"34,93","-80,28",2021-04-27T19:55:12-0400,2,2
7313384526,9500,2019,volkswagen,jetta s turbo,excellent,4 cylinders,42000,sedan,grey,nc,"35,24","-80,74",2021-04-27T12:45:42-0400,1,2
7313355881,25990,2020,ram,1500 classic regular cab,good,8 cylinders,12302,pickup,white,nc,"35,19","-80,83",2021-04-27T12:01:48-0400,1,1
7313299724,29500,2020,mazda,cx-5,excellent,4 cylinders,13000,SUV,black,nc,"35,24","-81,04",2021-04-27T10:25:24-0400,1,2
7313246996,39733,2020,ford,transit 350 utility van,excellent,6 cylinders,42648,van,white,nc,"36,64","-76,24",2021-04-27T08:14:43-0400,1,2
7313220515,7995,2019,mitsubishi,mirage,excellent,3 cylinders,15051,hatchback,white,nc,"35,8","-80,52",2021-04-27T04:41:33-0400,1,3
7313011068,26500,2019,honda,accord 2.0t touring,excellent,4 cylinders,38500,sedan,brown,nc,"35,0","-80,86",2021-04-26T16:28:33-0400,1,2
7312964685,39990,2020,nissan,370z nismo coupe 2d,good,6 cylinders,8373,coupe,white,nc,"35,19","-80,83",2021-04-26T15:11:02-0400,1,1
7312958496,36590,2019,dodge,charger r/t sedan 4d,good,8 cylinders,5509,sedan,black,nc,"35,19","-80,83",2021-04-26T15:01:22-0400,1,1
7312953465,34544,2020,ford,transit 250 cargo van,excellent,6 cylinders,22247,van,white,nc,"36,64","-76,24",2021-04-26T14:53:23-0400,1,2
7312942630,29855,2021,nissan,nv1500 cargo van,excellent,6 cylinders,71164,van,white,nc,"36,64","-76,24",2021-04-26T14:36:39-0400,1,2
7312938845,34590,2021,ford,f150 regular cab xlt pickup,good,6 cylinders,7575,pickup,black,nc,"35,19","-80,83",2021-04-26T14:30:56-0400,3,1
